"interview_id","candidate_id","req_id","interview_date","interview_type","interviewer_role","skill_focus","interview_score","recommendation"
"I6895","C2214","R1125","2024-11-14","Video Call","Ops Director","Communication","3","Neutral"
"I6896","C4367","R1103","2024-08-17","In Person","HR Director","Problem Solving","3.6","Neutral"
"I6897","C3820","R1024","2024-12-13","Video Call","Marketing Manager","Adaptability","3.9","Neutral"
"I6898","C4793","R1145","2024-05-17","In Person","Recruiter","Personality","2.9","Hire"
"I6899","C3590","R1039","2024-12-25","In Person","HR Director","Leadership","4.8","Strong Hire"
"I6900","C3758","R1139","2024-02-10","Video Call","Marketing Manager","Teamwork","4.3","Strong Hire"
"I6901","C3834","R1022","2024-01-13","In Person","Marketing Manager","Leadership","2.6","Hire"
"I6902","C4655","R1025","2024-04-02","Phone","Engineering Lead","Communication","2.8","Neutral"
"I6903","C2577","R1010","2024-11-20","Phone","Recruiter","Personality","4.1","Neutral"
"I6904","C4562","R1017","2024-02-24","Phone","Recruiter","Personality","5","Strong Hire"
"I6905","C2326","R1059","2024-08-15","Phone","Engineering Lead","Personality","3.3","Neutral"
"I6906","C3595","R1051","2024-11-02","Video Call","Ops Director","Leadership","4.6","Neutral"
"I6907","C4681","R1065","2024-05-26","Phone","HR Director","Personality","2.9","Hire"
"I6908","C4836","R1076","2024-08-19","Phone","Marketing Manager","Personality","4.5","Neutral"
"I6909","C2160","R1052","2024-01-31","In Person","Marketing Manager","Problem Solving","3.1","Neutral"
"I6910","C3056","R1047","2024-08-05","Video Call","Marketing Manager","Teamwork","3.1","Neutral"
"I6911","C4213","R1030","2024-11-02","In Person","Marketing Manager","Problem Solving","3.8","Strong Hire"
"I6912","C2411","R1051","2024-02-08","Phone","Marketing Manager","Personality","4.9","Neutral"
"I6913","C4944","R1048","2024-10-18","In Person","HR Director","Communication","4.1","Strong Hire"
"I6914","C3894","R1024","2024-05-11","In Person","HR Director","Problem Solving","4.7","Neutral"
"I6915","C4734","R1004","2024-03-09","Phone","Marketing Manager","Teamwork","2.8","Strong Hire"
"I6916","C2840","R1120","2024-05-12","Phone","Recruiter","Personality","2.9","Hire"
"I6917","C4301","R1134","2024-08-12","Video Call","Ops Director","Personality","4.7","Strong Hire"
"I6918","C4640","R1046","2024-12-28","Video Call","Marketing Manager","Adaptability","3","Neutral"
"I6919","C4572","R1106","2024-05-23","Video Call","Engineering Lead","Technical Skills","4.8","Strong Hire"
"I6920","C2926","R1035","2024-02-28","Phone","Ops Director","Problem Solving","3.1","Neutral"
"I6921","C3894","R1024","2024-07-15","Video Call","HR Director","Teamwork","4.3","Strong Hire"
"I6922","C4132","R1046","2024-06-17","Video Call","Marketing Manager","Leadership","3.2","Neutral"
"I6923","C3076","R1127","2024-01-29","Phone","HR Director","Communication","4.8","Strong Hire"
"I6924","C4258","R1139","2024-08-25","In Person","HR Director","Technical Skills","2.9","Hire"
"I6925","C2125","R1068","2024-11-13","Video Call","Recruiter","Teamwork","4.9","Neutral"
"I6926","C3223","R1112","2024-03-04","Phone","Marketing Manager","Problem Solving","3","Neutral"
"I6927","C2566","R1133","2024-10-04","In Person","Recruiter","Teamwork","3.8","Neutral"
"I6928","C3571","R1145","2024-09-19","Video Call","Recruiter","Adaptability","4.1","Hire"
"I6929","C3741","R1100","2024-02-18","Phone","Ops Director","Adaptability","4.4","Neutral"
"I6930","C2545","R1017","2024-12-22","In Person","Marketing Manager","Personality","4.7","Strong Hire"
"I6931","C4444","R1014","2024-10-10","Video Call","Recruiter","Adaptability","3.3","Neutral"
"I6932","C4805","R1009","2024-11-19","Video Call","Recruiter","Personality","2.8","Hire"
"I6933","C4197","R1093","2024-05-09","In Person","Recruiter","Communication","3.9","Neutral"
"I6934","C3847","R1020","2024-05-13","In Person","Engineering Lead","Personality","2.6","Neutral"
"I6935","C4214","R1145","2024-11-14","In Person","Ops Director","Leadership","3.3","Neutral"
"I6936","C4623","R1108","2024-10-19","In Person","Engineering Lead","Leadership","2.9","Neutral"
"I6937","C4603","R1116","2024-01-01","Video Call","Recruiter","Teamwork","2.8","Strong Hire"
"I6938","C4035","R1067","2024-10-23","Video Call","HR Director","Problem Solving","3.3","Strong Hire"
"I6939","C2902","R1046","2024-06-29","Phone","Marketing Manager","Leadership","3.4","Neutral"
"I6940","C2958","R1018","2024-03-14","In Person","Recruiter","Adaptability","4","Strong Hire"
"I6941","C3530","R1030","2024-02-10","Phone","HR Director","Problem Solving","4.4","Strong Hire"
"I6942","C3730","R1111","2024-06-15","Phone","Engineering Lead","Communication","2.8","Strong Hire"
"I6943","C3233","R1113","2024-01-10","In Person","Engineering Lead","Technical Skills","4.2","Neutral"
"I6944","C4779","R1131","2024-12-13","In Person","Marketing Manager","Technical Skills","2.8","Neutral"
"I6945","C4377","R1093","2024-01-06","In Person","HR Director","Problem Solving","4.9","Neutral"
"I6946","C3830","R1003","2024-01-05","Phone","HR Director","Personality","3.1","Hire"
"I6947","C3162","R1038","2024-12-01","Video Call","Recruiter","Technical Skills","3.9","Neutral"
"I6948","C3271","R1138","2024-11-03","Phone","Recruiter","Personality","4.6","Strong Hire"
"I6949","C2064","R1057","2024-08-22","Video Call","Recruiter","Problem Solving","3.8","Neutral"
"I6950","C3796","R1133","2024-01-18","Video Call","Engineering Lead","Problem Solving","3.5","Hire"
"I6951","C4329","R1108","2024-01-18","Video Call","Marketing Manager","Communication","4.7","Strong Hire"
"I6952","C2275","R1078","2024-05-16","Video Call","Recruiter","Technical Skills","3.7","Hire"
"I6953","C3597","R1122","2024-09-17","Video Call","Recruiter","Teamwork","3.2","Neutral"
"I6954","C4118","R1085","2024-11-16","In Person","HR Director","Adaptability","4.1","Neutral"
"I6955","C4959","R1053","2024-11-05","Video Call","Marketing Manager","Communication","3.7","Neutral"
"I6956","C2678","R1118","2024-09-21","In Person","HR Director","Communication","4.9","Neutral"
"I6957","C3650","R1019","2024-05-09","In Person","Marketing Manager","Personality","4","Hire"
"I6958","C3519","R1103","2024-04-12","Phone","Marketing Manager","Teamwork","3.5","Neutral"
"I6959","C3132","R1129","2024-02-12","Phone","HR Director","Problem Solving","3","Neutral"
"I6960","C4455","R1088","2024-03-16","Video Call","Marketing Manager","Technical Skills","4.3","Strong Hire"
"I6961","C3090","R1137","2024-01-29","Phone","HR Director","Personality","2.9","Strong Hire"
"I6962","C3050","R1089","2024-07-20","Video Call","HR Director","Teamwork","3.6","Neutral"
"I6963","C3585","R1032","2024-08-24","In Person","Engineering Lead","Technical Skills","4","Neutral"
"I6964","C3162","R1038","2024-03-31","Video Call","Marketing Manager","Leadership","4.3","Hire"
"I6965","C3052","R1128","2024-02-24","Phone","Ops Director","Adaptability","2.9","Neutral"
"I6966","C2547","R1060","2024-11-07","In Person","Marketing Manager","Communication","4.6","Neutral"
"I6967","C4323","R1078","2024-12-27","In Person","Ops Director","Problem Solving","4.2","Strong Hire"
"I6968","C4258","R1139","2024-10-13","Phone","Marketing Manager","Leadership","4.3","Neutral"
"I6969","C3742","R1099","2024-01-16","Video Call","HR Director","Adaptability","3.8","Neutral"
"I6970","C3550","R1078","2024-06-11","Phone","Marketing Manager","Leadership","4.8","Hire"
"I6971","C2284","R1113","2024-09-13","Phone","Engineering Lead","Technical Skills","4.5","Strong Hire"
"I6972","C3724","R1053","2024-01-09","Video Call","Marketing Manager","Technical Skills","4.9","Neutral"
"I6973","C2618","R1058","2024-05-04","In Person","HR Director","Communication","5","Neutral"
"I6974","C4759","R1130","2024-06-16","In Person","HR Director","Problem Solving","4.9","Hire"
"I6975","C3206","R1110","2024-12-28","Phone","Recruiter","Problem Solving","3.3","Neutral"
"I6976","C4258","R1139","2024-05-22","Video Call","HR Director","Adaptability","3.3","Strong Hire"
"I6977","C3294","R1129","2024-10-18","Phone","Marketing Manager","Adaptability","2.5","Strong Hire"
"I6978","C2640","R1034","2024-01-29","In Person","HR Director","Personality","2.9","Neutral"
"I6979","C2690","R1022","2024-05-11","Phone","Marketing Manager","Leadership","2.9","Hire"
"I6980","C4517","R1114","2024-07-06","In Person","Engineering Lead","Adaptability","4.6","Neutral"
"I6981","C3057","R1097","2024-07-12","In Person","Marketing Manager","Teamwork","3.3","Hire"
"I6982","C3591","R1029","2024-04-29","In Person","Engineering Lead","Personality","4.3","Hire"
"I6983","C3206","R1110","2024-02-03","In Person","Marketing Manager","Problem Solving","4.5","Neutral"
"I6984","C2446","R1088","2024-12-09","Video Call","Marketing Manager","Leadership","4","Neutral"
"I6985","C2235","R1110","2024-10-05","Video Call","Ops Director","Adaptability","3.5","Strong Hire"
"I6986","C2645","R1031","2024-10-04","In Person","Recruiter","Teamwork","3.1","Neutral"
"I6987","C4946","R1075","2024-01-07","Phone","Marketing Manager","Teamwork","4.9","Neutral"
"I6988","C2458","R1026","2024-08-31","In Person","Ops Director","Leadership","4.5","Hire"
"I6989","C3196","R1001","2024-12-18","Video Call","Engineering Lead","Communication","3.9","Neutral"
"I6990","C4283","R1050","2024-08-20","Phone","Ops Director","Technical Skills","3.4","Neutral"
"I6991","C2806","R1135","2024-09-28","In Person","Engineering Lead","Teamwork","3.9","Neutral"
"I6992","C2329","R1053","2024-09-03","Video Call","Recruiter","Teamwork","2.8","Hire"
"I6993","C3649","R1026","2024-09-24","Phone","Marketing Manager","Adaptability","3","Neutral"
"I6994","C3899","R1096","2024-07-01","In Person","Engineering Lead","Personality","2.8","Strong Hire"
"I6995","C2929","R1014","2024-02-14","Video Call","Ops Director","Technical Skills","4.4","Neutral"
"I6996","C3988","R1053","2024-03-01","Video Call","HR Director","Adaptability","2.6","Strong Hire"
"I6997","C2142","R1097","2024-03-24","In Person","Marketing Manager","Leadership","4.1","Neutral"
"I6998","C3863","R1031","2024-04-12","In Person","HR Director","Adaptability","3.4","Hire"
"I6999","C2266","R1083","2024-01-24","In Person","Ops Director","Personality","3.6","Strong Hire"
"I7000","C2183","R1062","2024-10-26","Video Call","Ops Director","Communication","3.6","Neutral"
"I7001","C2353","R1081","2024-12-17","In Person","Marketing Manager","Technical Skills","4","Hire"
"I7002","C3461","R1023","2024-01-22","Video Call","Marketing Manager","Leadership","3.7","Strong Hire"
"I7003","C2004","R1138","2024-05-13","Video Call","Engineering Lead","Problem Solving","4.8","Strong Hire"
"I7004","C3342","R1054","2024-03-05","Video Call","Ops Director","Problem Solving","4","Hire"
"I7005","C2214","R1125","2024-05-19","Phone","Engineering Lead","Teamwork","3.3","Strong Hire"
"I7006","C2555","R1019","2024-10-08","In Person","Recruiter","Communication","4.9","Strong Hire"
"I7007","C3913","R1058","2024-12-04","Phone","Marketing Manager","Personality","3.5","Neutral"
"I7008","C4938","R1053","2024-02-25","In Person","Marketing Manager","Communication","2.7","Neutral"
"I7009","C2601","R1111","2024-11-05","Phone","Engineering Lead","Teamwork","3.8","Neutral"
"I7010","C4495","R1069","2024-08-04","In Person","Recruiter","Teamwork","3.4","Strong Hire"
"I7011","C3669","R1015","2024-03-12","In Person","HR Director","Adaptability","3.9","Strong Hire"
"I7012","C2411","R1051","2024-10-08","Phone","Engineering Lead","Adaptability","4.6","Neutral"
"I7013","C2795","R1127","2024-01-08","Video Call","Engineering Lead","Technical Skills","3.2","Neutral"
"I7014","C3918","R1014","2024-07-11","In Person","HR Director","Personality","4.5","Neutral"
"I7015","C3758","R1139","2024-11-13","Video Call","Ops Director","Communication","3.1","Hire"
"I7016","C3529","R1149","2024-02-22","Phone","Ops Director","Adaptability","2.7","Hire"
"I7017","C3605","R1053","2024-12-03","Video Call","Ops Director","Communication","4.2","Strong Hire"
"I7018","C2310","R1106","2024-05-18","In Person","Ops Director","Adaptability","4.8","Strong Hire"
"I7019","C3399","R1076","2024-01-06","In Person","Marketing Manager","Adaptability","4","Strong Hire"
"I7020","C3110","R1007","2024-04-26","Phone","Recruiter","Problem Solving","4.4","Hire"
"I7021","C2454","R1029","2024-05-20","Phone","Marketing Manager","Adaptability","3.7","Hire"
"I7022","C2440","R1045","2024-01-28","Phone","Engineering Lead","Teamwork","4.9","Neutral"
"I7023","C2392","R1114","2024-05-10","In Person","Ops Director","Communication","3.2","Hire"
"I7024","C3079","R1113","2024-03-09","Phone","Marketing Manager","Adaptability","3.9","Hire"
"I7025","C2215","R1100","2024-06-27","In Person","Marketing Manager","Adaptability","2.7","Hire"
"I7026","C3382","R1103","2024-05-23","In Person","Engineering Lead","Communication","4.5","Neutral"
"I7027","C3433","R1127","2024-02-28","Video Call","Engineering Lead","Problem Solving","2.6","Strong Hire"
"I7028","C3850","R1111","2024-04-10","In Person","Ops Director","Technical Skills","3.4","Neutral"
"I7029","C2612","R1147","2024-10-18","Video Call","Recruiter","Leadership","4.4","Neutral"
"I7030","C3532","R1041","2024-11-03","In Person","Engineering Lead","Technical Skills","4.3","Neutral"
"I7031","C2007","R1060","2024-11-28","In Person","Marketing Manager","Adaptability","4.3","Hire"
"I7032","C2933","R1012","2024-12-19","Video Call","HR Director","Teamwork","3.5","Strong Hire"
"I7033","C3945","R1003","2024-03-23","Phone","Recruiter","Communication","2.7","Hire"
"I7034","C2399","R1025","2024-12-29","Phone","Recruiter","Adaptability","2.5","Strong Hire"
"I7035","C2927","R1061","2024-02-16","In Person","Ops Director","Problem Solving","4.6","Neutral"
"I7036","C4774","R1022","2024-10-17","Phone","HR Director","Leadership","2.7","Neutral"
"I7037","C4215","R1093","2024-03-13","In Person","HR Director","Leadership","3","Strong Hire"
"I7038","C2951","R1011","2024-11-11","In Person","Marketing Manager","Teamwork","2.5","Neutral"
"I7039","C3748","R1056","2024-03-17","Video Call","Marketing Manager","Teamwork","4","Neutral"
"I7040","C3528","R1137","2024-08-23","Phone","HR Director","Adaptability","4.9","Hire"
"I7041","C4568","R1142","2024-05-23","In Person","Engineering Lead","Adaptability","4.5","Neutral"
"I7042","C2698","R1141","2024-02-02","In Person","HR Director","Personality","2.9","Neutral"
"I7043","C2038","R1127","2024-10-01","In Person","Recruiter","Technical Skills","4.7","Neutral"
"I7044","C3331","R1032","2024-06-22","Phone","Engineering Lead","Personality","4.2","Neutral"
"I7045","C3027","R1017","2024-07-07","Video Call","Marketing Manager","Communication","4.4","Neutral"
"I7046","C2777","R1112","2024-03-18","Phone","Marketing Manager","Adaptability","2.5","Strong Hire"
"I7047","C2467","R1080","2024-12-13","In Person","Engineering Lead","Leadership","2.7","Strong Hire"
"I7048","C4764","R1041","2024-06-23","Phone","Engineering Lead","Teamwork","3.7","Neutral"
"I7049","C2475","R1033","2024-11-11","In Person","Engineering Lead","Communication","3.5","Neutral"
"I7050","C2056","R1130","2024-03-02","Phone","Engineering Lead","Communication","2.9","Neutral"
"I7051","C4455","R1088","2024-06-29","Phone","Marketing Manager","Adaptability","4.8","Strong Hire"
"I7052","C2788","R1031","2024-04-30","Video Call","HR Director","Communication","4.2","Neutral"
"I7053","C2781","R1101","2024-07-31","Phone","Marketing Manager","Personality","2.8","Hire"
"I7054","C4322","R1028","2024-08-30","Phone","Engineering Lead","Leadership","3.9","Hire"
"I7055","C3973","R1087","2024-08-26","Phone","Engineering Lead","Problem Solving","4.6","Neutral"
"I7056","C2455","R1064","2024-04-21","In Person","Ops Director","Personality","3.2","Neutral"
"I7057","C4453","R1121","2024-07-08","Phone","Recruiter","Personality","3.6","Neutral"
"I7058","C4841","R1025","2024-09-20","Video Call","Recruiter","Leadership","2.9","Hire"
"I7059","C2773","R1120","2024-02-28","Video Call","Recruiter","Technical Skills","4.1","Neutral"
"I7060","C4665","R1100","2024-08-17","Phone","Recruiter","Technical Skills","4.5","Neutral"
"I7061","C2673","R1115","2024-10-06","In Person","Ops Director","Teamwork","3.5","Strong Hire"
"I7062","C3759","R1049","2024-10-03","Phone","HR Director","Teamwork","4.9","Neutral"
"I7063","C2131","R1020","2024-06-30","Video Call","Ops Director","Technical Skills","4.1","Neutral"
"I7064","C2146","R1058","2024-04-24","Phone","Ops Director","Problem Solving","4.6","Strong Hire"
"I7065","C2747","R1028","2024-07-27","Phone","Engineering Lead","Adaptability","4.6","Hire"
"I7066","C4718","R1068","2024-03-01","Phone","HR Director","Communication","3.7","Hire"
"I7067","C4286","R1053","2024-02-13","Phone","HR Director","Adaptability","2.7","Hire"
"I7068","C4500","R1045","2024-12-28","Phone","Ops Director","Personality","5","Neutral"
"I7069","C3363","R1108","2024-09-20","Video Call","HR Director","Technical Skills","3.6","Neutral"
"I7070","C4157","R1138","2024-09-16","Video Call","HR Director","Adaptability","4.5","Neutral"
"I7071","C2637","R1146","2024-05-07","In Person","Engineering Lead","Adaptability","4.9","Neutral"
"I7072","C2899","R1069","2024-04-30","Phone","HR Director","Personality","2.7","Neutral"
"I7073","C3165","R1126","2024-10-30","In Person","Engineering Lead","Teamwork","5","Hire"
"I7074","C3180","R1110","2024-10-01","Phone","Recruiter","Communication","2.8","Neutral"
"I7075","C4027","R1134","2024-08-18","In Person","Recruiter","Leadership","3.5","Neutral"
"I7076","C2181","R1061","2024-02-11","Video Call","Engineering Lead","Teamwork","3","Neutral"
"I7077","C3045","R1108","2024-03-19","Phone","HR Director","Personality","3.6","Hire"
"I7078","C4789","R1049","2024-10-22","In Person","Marketing Manager","Leadership","2.6","Neutral"
"I7079","C2005","R1033","2024-02-21","In Person","HR Director","Technical Skills","3.4","Strong Hire"
"I7080","C3218","R1004","2024-08-10","Phone","Ops Director","Technical Skills","3.3","Neutral"
"I7081","C2031","R1122","2024-12-24","In Person","Marketing Manager","Personality","4","Neutral"
"I7082","C4318","R1047","2024-01-24","Video Call","Engineering Lead","Leadership","2.9","Neutral"
"I7083","C2335","R1035","2024-07-01","In Person","HR Director","Problem Solving","4.7","Strong Hire"
"I7084","C2104","R1089","2024-03-10","Video Call","HR Director","Communication","2.7","Strong Hire"
"I7085","C2759","R1077","2024-02-13","Phone","HR Director","Communication","2.6","Hire"
"I7086","C4757","R1133","2024-08-16","In Person","Marketing Manager","Teamwork","3","Strong Hire"
"I7087","C2610","R1140","2024-02-05","Phone","Marketing Manager","Personality","2.7","Hire"
"I7088","C4052","R1075","2024-06-13","Video Call","Engineering Lead","Problem Solving","3","Neutral"
"I7089","C4185","R1005","2024-05-29","Video Call","Engineering Lead","Teamwork","2.8","Neutral"
"I7090","C3016","R1073","2024-01-02","Video Call","Engineering Lead","Problem Solving","2.8","Neutral"
"I7091","C4214","R1145","2024-06-01","In Person","Ops Director","Teamwork","3.6","Neutral"
"I7092","C3229","R1121","2024-06-18","In Person","Engineering Lead","Problem Solving","3.9","Hire"
"I7093","C4865","R1132","2024-04-13","Video Call","Recruiter","Personality","3.8","Strong Hire"
"I7094","C4346","R1084","2024-06-25","Video Call","Engineering Lead","Personality","4.1","Hire"
"I7095","C2978","R1069","2024-10-07","Video Call","Engineering Lead","Leadership","4","Neutral"
"I7096","C2964","R1075","2024-08-22","Video Call","Engineering Lead","Adaptability","3.2","Strong Hire"
"I7097","C3484","R1048","2024-05-03","Video Call","Marketing Manager","Technical Skills","2.9","Neutral"
"I7098","C4579","R1131","2024-03-04","Phone","Ops Director","Leadership","3.2","Hire"
"I7099","C2118","R1139","2024-04-06","Video Call","Engineering Lead","Teamwork","3.5","Neutral"
"I7100","C3254","R1108","2024-11-04","In Person","Recruiter","Leadership","4.8","Hire"
"I7101","C2509","R1026","2024-05-13","Video Call","Recruiter","Teamwork","3.7","Hire"
"I7102","C3469","R1050","2024-12-23","Video Call","HR Director","Communication","3","Hire"
"I7103","C2637","R1146","2024-04-07","In Person","Recruiter","Technical Skills","3","Neutral"
"I7104","C4976","R1006","2024-10-09","In Person","Recruiter","Teamwork","4.5","Strong Hire"
"I7105","C3855","R1128","2024-08-09","Phone","Marketing Manager","Problem Solving","4.8","Hire"
"I7106","C3312","R1082","2024-02-25","Phone","HR Director","Teamwork","3.7","Neutral"
"I7107","C3103","R1132","2024-12-02","Phone","Engineering Lead","Problem Solving","3.2","Neutral"
"I7108","C3004","R1139","2024-09-21","In Person","HR Director","Adaptability","4.6","Hire"
"I7109","C2051","R1030","2024-01-19","Phone","HR Director","Problem Solving","3.9","Hire"
"I7110","C2837","R1140","2024-12-02","Phone","Recruiter","Technical Skills","4.8","Hire"
"I7111","C4195","R1130","2024-06-30","Video Call","Recruiter","Communication","3.3","Neutral"
"I7112","C2202","R1114","2024-06-03","Video Call","Ops Director","Adaptability","4.6","Neutral"
"I7113","C2652","R1133","2024-05-11","Video Call","HR Director","Personality","3.5","Neutral"
"I7114","C4578","R1100","2024-05-21","In Person","Recruiter","Problem Solving","2.6","Hire"
"I7115","C4531","R1040","2024-07-09","Phone","Engineering Lead","Personality","4.9","Neutral"
"I7116","C2614","R1029","2024-07-04","Video Call","HR Director","Leadership","4.4","Strong Hire"
"I7117","C2945","R1044","2024-04-11","Video Call","Engineering Lead","Personality","3.1","Hire"
"I7118","C3054","R1043","2024-03-27","Phone","Ops Director","Problem Solving","2.6","Strong Hire"
"I7119","C3027","R1017","2024-07-22","Phone","Recruiter","Leadership","3.4","Strong Hire"
"I7120","C2544","R1145","2024-09-13","Video Call","Marketing Manager","Personality","2.8","Hire"
"I7121","C3175","R1145","2024-12-29","Phone","Marketing Manager","Adaptability","3.1","Hire"
"I7122","C4547","R1083","2024-08-11","Video Call","Engineering Lead","Problem Solving","3","Neutral"
"I7123","C2287","R1063","2024-12-19","In Person","Ops Director","Adaptability","4.1","Neutral"
"I7124","C4175","R1040","2024-10-29","In Person","Marketing Manager","Technical Skills","3.4","Neutral"
"I7125","C3907","R1015","2024-03-28","Phone","HR Director","Problem Solving","2.6","Hire"
"I7126","C4426","R1029","2024-06-05","In Person","HR Director","Technical Skills","4","Hire"
"I7127","C3252","R1033","2024-10-17","Video Call","Engineering Lead","Personality","3.1","Neutral"
"I7128","C2496","R1001","2024-11-16","Phone","Recruiter","Technical Skills","2.8","Hire"
"I7129","C4175","R1040","2024-07-15","Phone","Ops Director","Problem Solving","2.9","Neutral"
"I7130","C2135","R1114","2024-12-29","In Person","HR Director","Communication","2.8","Hire"
"I7131","C2676","R1059","2024-07-24","Phone","Engineering Lead","Personality","2.5","Strong Hire"
"I7132","C4235","R1110","2024-01-28","In Person","Recruiter","Adaptability","4.6","Neutral"
"I7133","C3969","R1104","2024-07-02","Phone","Ops Director","Personality","3.2","Hire"
"I7134","C3794","R1035","2024-11-24","Video Call","Engineering Lead","Adaptability","5","Neutral"
"I7135","C2793","R1114","2024-07-07","Phone","Marketing Manager","Teamwork","4.6","Neutral"
"I7136","C3837","R1070","2024-11-21","In Person","Engineering Lead","Leadership","4.8","Neutral"
"I7137","C4755","R1117","2024-01-28","Phone","HR Director","Personality","2.7","Hire"
"I7138","C2465","R1116","2024-11-06","Video Call","Engineering Lead","Adaptability","4.7","Hire"
"I7139","C4830","R1095","2024-07-15","Video Call","HR Director","Problem Solving","4.3","Neutral"
"I7140","C3155","R1097","2024-09-22","Video Call","Ops Director","Adaptability","3.2","Strong Hire"
"I7141","C3331","R1032","2024-11-11","In Person","Ops Director","Teamwork","4.4","Strong Hire"
"I7142","C3629","R1111","2024-10-21","In Person","Ops Director","Adaptability","4","Neutral"
"I7143","C4848","R1122","2024-06-19","Phone","Recruiter","Problem Solving","2.6","Neutral"
"I7144","C3833","R1062","2024-01-26","Video Call","Marketing Manager","Technical Skills","4.7","Neutral"
"I7145","C4766","R1121","2024-01-12","In Person","Marketing Manager","Adaptability","2.8","Neutral"
"I7146","C2824","R1022","2024-05-27","In Person","HR Director","Leadership","4.5","Strong Hire"
"I7147","C4865","R1132","2024-07-13","Phone","Recruiter","Problem Solving","2.7","Strong Hire"
"I7148","C4778","R1118","2024-12-23","Video Call","HR Director","Problem Solving","3.9","Neutral"
"I7149","C3033","R1019","2024-05-28","In Person","Marketing Manager","Personality","4.1","Neutral"
"I7150","C2099","R1132","2024-11-09","Phone","Recruiter","Adaptability","4.9","Neutral"
"I7151","C4679","R1018","2024-01-12","In Person","Ops Director","Leadership","4.9","Neutral"
"I7152","C2186","R1043","2024-11-18","Phone","Ops Director","Personality","4.1","Hire"
"I7153","C2254","R1108","2024-08-26","Phone","Ops Director","Adaptability","2.6","Strong Hire"
"I7154","C3607","R1048","2024-10-15","Phone","Recruiter","Adaptability","4.3","Neutral"
"I7155","C2657","R1021","2024-10-16","Phone","Ops Director","Communication","3.6","Strong Hire"
"I7156","C4251","R1122","2024-07-22","Video Call","HR Director","Communication","4.5","Strong Hire"
"I7157","C3896","R1135","2024-08-21","Video Call","Ops Director","Personality","3","Strong Hire"
"I7158","C3325","R1110","2024-07-24","In Person","Marketing Manager","Personality","4.9","Hire"
"I7159","C4296","R1038","2024-10-23","Phone","Ops Director","Adaptability","4.8","Strong Hire"
"I7160","C4822","R1022","2024-08-07","Video Call","HR Director","Communication","4.3","Strong Hire"
"I7161","C2869","R1032","2024-04-19","Video Call","Recruiter","Adaptability","2.9","Hire"
"I7162","C4368","R1101","2024-06-02","Video Call","Recruiter","Leadership","4.7","Neutral"
"I7163","C4810","R1054","2024-03-14","Phone","Engineering Lead","Technical Skills","4.8","Hire"
"I7164","C2387","R1119","2024-06-23","Phone","Marketing Manager","Teamwork","4.5","Strong Hire"
"I7165","C4730","R1094","2024-05-01","In Person","HR Director","Technical Skills","2.8","Strong Hire"
"I7166","C3140","R1096","2024-06-25","Phone","Marketing Manager","Personality","4.7","Neutral"
"I7167","C2102","R1071","2024-05-23","In Person","Marketing Manager","Teamwork","3.8","Strong Hire"
"I7168","C4073","R1071","2024-05-10","In Person","Marketing Manager","Personality","2.9","Hire"
"I7169","C2676","R1059","2024-03-12","Video Call","Engineering Lead","Personality","2.7","Neutral"
"I7170","C3584","R1068","2024-01-14","Video Call","Recruiter","Leadership","4.8","Neutral"
"I7171","C2341","R1109","2024-02-21","Phone","Recruiter","Communication","4.3","Strong Hire"
"I7172","C4828","R1094","2024-07-28","Video Call","Marketing Manager","Communication","2.6","Neutral"
"I7173","C2741","R1108","2024-07-13","Phone","Ops Director","Leadership","4.3","Hire"
"I7174","C2798","R1037","2024-10-26","Phone","Recruiter","Problem Solving","3.2","Hire"
"I7175","C3463","R1109","2024-03-16","In Person","Recruiter","Adaptability","4.6","Neutral"
"I7176","C4347","R1025","2024-09-08","Video Call","Marketing Manager","Adaptability","4.5","Neutral"
"I7177","C4764","R1041","2024-07-18","Phone","Ops Director","Technical Skills","4.8","Neutral"
"I7178","C2582","R1087","2024-12-14","Phone","Marketing Manager","Personality","3.7","Strong Hire"
"I7179","C3953","R1058","2024-01-13","Phone","HR Director","Personality","4.9","Strong Hire"
"I7180","C3898","R1143","2024-09-10","In Person","HR Director","Teamwork","4.6","Hire"
"I7181","C2234","R1059","2024-03-14","Phone","Ops Director","Communication","2.8","Hire"
"I7182","C3219","R1044","2024-12-21","Video Call","Marketing Manager","Teamwork","2.8","Hire"
"I7183","C3823","R1109","2024-05-14","Phone","Engineering Lead","Adaptability","3.2","Neutral"
"I7184","C2480","R1040","2024-11-05","Video Call","Engineering Lead","Leadership","3.5","Neutral"
"I7185","C3970","R1019","2024-09-09","Phone","Recruiter","Teamwork","3.5","Hire"
"I7186","C3461","R1023","2024-07-01","In Person","Ops Director","Problem Solving","3.3","Neutral"
"I7187","C3714","R1066","2024-04-22","Video Call","Marketing Manager","Leadership","4.8","Neutral"
"I7188","C3239","R1052","2024-02-26","In Person","Marketing Manager","Technical Skills","2.9","Hire"
"I7189","C3733","R1107","2024-12-19","In Person","Engineering Lead","Teamwork","4.7","Neutral"
"I7190","C4599","R1122","2024-11-13","Phone","Engineering Lead","Technical Skills","2.5","Hire"
"I7191","C2175","R1019","2024-07-23","Phone","Ops Director","Adaptability","3.6","Strong Hire"
"I7192","C4380","R1129","2024-11-13","Phone","Ops Director","Problem Solving","3.7","Neutral"
"I7193","C3873","R1074","2024-10-04","In Person","Recruiter","Leadership","4.4","Strong Hire"
